2236445558	 IBGYDRAFT_00000290 malate dehydrogenase, NAD-dependent [alpha proteobacterium SCGC AAA288-G21]
2236445559	 IBGYDRAFT_00000300 methylmalonic acid semialdehyde dehydrogenase [alpha proteobacterium SCGC AAA288-G21]
2236445560	 IBGYDRAFT_00000310 succinate dehydrogenase and fumarate reductase iron-sulfur protein [alpha proteobacterium SCGC AAA288-G21]
2236445561	 IBGYDRAFT_00000320 succinate dehydrogenase, flavoprotein subunit, E. coli/mitochondrial subgroup [alpha proteobacterium SCGC AAA288-G21]
2236445562	 IBGYDRAFT_00000330 succinate dehydrogenase, hydrophobic membrane anchor protein [alpha proteobacterium SCGC AAA288-G21]
2236445563	 IBGYDRAFT_00000340 succinate dehydrogenase, cytochrome b556 subunit [alpha proteobacterium SCGC AAA288-G21]
2236445564	 IBGYDRAFT_00000350 Aspartate-semialdehyde dehydrogenase [alpha proteobacterium SCGC AAA288-G21]
2236445565	 IBGYDRAFT_00000360 Aspartate-semialdehyde dehydrogenase [alpha proteobacterium SCGC AAA288-G21]
2236445566	 IBGYDRAFT_00000370 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [alpha proteobacterium SCGC AAA288-G21]
2236445567	 IBGYDRAFT_00000380 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II [alpha proteobacterium SCGC AAA288-G21]
2236445568	 IBGYDRAFT_00000390 5,10-methylenetetrahydrofolate reductase [alpha proteobacterium SCGC AAA288-G21]
2236445569	 IBGYDRAFT_00000400 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases [alpha proteobacterium SCGC AAA288-G21]
2236445570	 IBGYDRAFT_00000410 Protein of unknown function (DUF1185). [alpha proteobacterium SCGC AAA288-G21]
2236445571	 IBGYDRAFT_00000420 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [alpha proteobacterium SCGC AAA288-G21]
2236445572	 IBGYDRAFT_00000430 NAD-dependent aldehyde dehydrogenases [alpha proteobacterium SCGC AAA288-G21]
2236445573	 IBGYDRAFT_00000440 Acyl-CoA dehydrogenases [alpha proteobacterium SCGC AAA288-G21]
2236445574	 IBGYDRAFT_00000450 3-hydroxyacyl-CoA dehydrogenase [alpha proteobacterium SCGC AAA288-G21]
2236445575	 IBGYDRAFT_00000460 3-isopropylmalate dehydrogenase [alpha proteobacterium SCGC AAA288-G21]
2236445576	 IBGYDRAFT_00000470 3-isopropylmalate dehydratase, small subunit [alpha proteobacterium SCGC AAA288-G21]
2236445577	 IBGYDRAFT_00000480 3-isopropylmalate dehydratase, large subunit [alpha proteobacterium SCGC AAA288-G21]
2236445578	 IBGYDRAFT_00000490 ribosomal protein L19, bacterial type [alpha proteobacterium SCGC AAA288-G21]
2236445579	 IBGYDRAFT_00000500 tRNA (guanine-N1)-methyltransferase [alpha proteobacterium SCGC AAA288-G21]
2236445580	 IBGYDRAFT_00000510 ribosomal protein S16 [alpha proteobacterium SCGC AAA288-G21]
2236445581	 IBGYDRAFT_00000520 Antibiotic biosynthesis monooxygenase. [alpha proteobacterium SCGC AAA288-G21]
2236445582	 IBGYDRAFT_00000530 signal recognition particle protein [alpha proteobacterium SCGC AAA288-G21]
2236445583	 IBGYDRAFT_00000540 diaminopimelate epimerase [alpha proteobacterium SCGC AAA288-G21]
2236445584	 IBGYDRAFT_00000550 signal recognition particle-docking protein FtsY [alpha proteobacterium SCGC AAA288-G21]
2236445585	 IBGYDRAFT_00000560 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445586	 IBGYDRAFT_00000570 Hydrolases of the alpha/beta superfamily [alpha proteobacterium SCGC AAA288-G21]
2236445587	 IBGYDRAFT_00000580 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445588	 IBGYDRAFT_00000590 Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases [alpha proteobacterium SCGC AAA288-G21]
2236445589	 IBGYDRAFT_00000600 TRAP transporter, DctM subunit [alpha proteobacterium SCGC AAA288-G21]
2236445590	 IBGYDRAFT_00000610 TRAP-type mannitol/chloroaromatic compound transport system, small permease component [alpha proteobacterium SCGC AAA288-G21]
2236445591	 IBGYDRAFT_00000620 TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component [alpha proteobacterium SCGC AAA288-G21]
2236445592	 IBGYDRAFT_00000630 Cysteine synthase [alpha proteobacterium SCGC AAA288-G21]
2236445593	 IBGYDRAFT_00000640 serine O-acetyltransferase [alpha proteobacterium SCGC AAA288-G21]
2236445594	 IBGYDRAFT_00000650 Transcriptional regulators [alpha proteobacterium SCGC AAA288-G21]
2236445595	 IBGYDRAFT_00000660 Rhodanese-related sulfurtransferase [alpha proteobacterium SCGC AAA288-G21]
2236445596	 IBGYDRAFT_00000670 Predicted transporter component [alpha proteobacterium SCGC AAA288-G21]
2236445597	 IBGYDRAFT_00000680 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445598	 IBGYDRAFT_00000690 Rhodanese-related sulfurtransferase [alpha proteobacterium SCGC AAA288-G21]
2236445599	 IBGYDRAFT_00000700 O-succinylhomoserine sulfhydrylase [alpha proteobacterium SCGC AAA288-G21]
2236445600	 IBGYDRAFT_00000710 Predicted transporter component [alpha proteobacterium SCGC AAA288-G21]
2236445601	 IBGYDRAFT_00000720 Predicted transporter component [alpha proteobacterium SCGC AAA288-G21]
2236445602	 IBGYDRAFT_00000730 acetyl-CoA acetyltransferases [alpha proteobacterium SCGC AAA288-G21]
2236445603	 IBGYDRAFT_00000740 Lactate dehydrogenase and related dehydrogenases [alpha proteobacterium SCGC AAA288-G21]
2236445604	 IBGYDRAFT_00000750 Fe-S oxidoreductase [alpha proteobacterium SCGC AAA288-G21]
2236445605	 IBGYDRAFT_00000760 FAD/FMN-containing dehydrogenases [alpha proteobacterium SCGC AAA288-G21]
2236445606	 IBGYDRAFT_00000770 FAD/FMN-containing dehydrogenases [alpha proteobacterium SCGC AAA288-G21]
2236445607	 IBGYDRAFT_00000780 Aspartate/tyrosine/aromatic aminotransferase [alpha proteobacterium SCGC AAA288-G21]
2236445608	 IBGYDRAFT_00000790 L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases [alpha proteobacterium SCGC AAA288-G21]
2236445609	 IBGYDRAFT_00000800 Lipid A 3-O-deacylase (PagL). [alpha proteobacterium SCGC AAA288-G21]
2236445610	 IBGYDRAFT_00000810 hemimethylated DNA binding domain [alpha proteobacterium SCGC AAA288-G21]
2236445611	 IBGYDRAFT_00000820 Intracellular septation protein A [alpha proteobacterium SCGC AAA288-G21]
2236445612	 IBGYDRAFT_00000830 Protein of unknown function (DUF2794). [alpha proteobacterium SCGC AAA288-G21]
2236445613	 IBGYDRAFT_00000840 Integral membrane protein, interacts with FtsH [alpha proteobacterium SCGC AAA288-G21]
2236445614	 IBGYDRAFT_00000850 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445615	 IBGYDRAFT_00000860 argininosuccinate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445616	 IBGYDRAFT_00000870 Protein of unknown function (DUF2798). [alpha proteobacterium SCGC AAA288-G21]
2236445617	 IBGYDRAFT_00000880 5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase [alpha proteobacterium SCGC AAA288-G21]
2236445618	 IBGYDRAFT_00000890 YGGT family. [alpha proteobacterium SCGC AAA288-G21]
2236445619	 IBGYDRAFT_00000900 Small-conductance mechanosensitive channel [alpha proteobacterium SCGC AAA288-G21]
2236445620	 IBGYDRAFT_00000910 Uroporphyrinogen-III synthase [alpha proteobacterium SCGC AAA288-G21]
2236445621	 IBGYDRAFT_00000920 porphobilinogen deaminase [alpha proteobacterium SCGC AAA288-G21]
2236445622	 IBGYDRAFT_00000930 putative glycoprotease GCP [alpha proteobacterium SCGC AAA288-G21]
2236445623	 IBGYDRAFT_00000940 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445624	 IBGYDRAFT_00000950 Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases [alpha proteobacterium SCGC AAA288-G21]
2236445625	 IBGYDRAFT_00000960 D-alanine-D-alanine ligase and related ATP-grasp enzymes [alpha proteobacterium SCGC AAA288-G21]
2236445626	 IBGYDRAFT_00000970 Cell division septal protein [alpha proteobacterium SCGC AAA288-G21]
2236445627	 IBGYDRAFT_00000980 Actin-like ATPase involved in cell division [alpha proteobacterium SCGC AAA288-G21]
2236445628	 IBGYDRAFT_00000990 UDP-3-0-acyl N-acetylglucosamine deacetylase [alpha proteobacterium SCGC AAA288-G21]
2236445629	 IBGYDRAFT_00001000 outer membrane assembly lipoprotein YfiO [alpha proteobacterium SCGC AAA288-G21]
2236445630	 IBGYDRAFT_00001010 DNA ligase, NAD-dependent [alpha proteobacterium SCGC AAA288-G21]
2236445631	 IBGYDRAFT_00001020 Xaa-Pro aminopeptidase [alpha proteobacterium SCGC AAA288-G21]
2236445632	 IBGYDRAFT_00001030 Superfamily I DNA and RNA helicases [alpha proteobacterium SCGC AAA288-G21]
2236445633	 IBGYDRAFT_00001040 AsmA family. [alpha proteobacterium SCGC AAA288-G21]
2236445634	 IBGYDRAFT_00001050 fumarate hydratase, class II [alpha proteobacterium SCGC AAA288-G21]
2236445635	 IBGYDRAFT_00001060 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445636	 IBGYDRAFT_00001070 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445637	 IBGYDRAFT_00001080 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445638	 IBGYDRAFT_00001090 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445639	 IBGYDRAFT_00001100 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445640	 IBGYDRAFT_00001110 Arabinose efflux permease [alpha proteobacterium SCGC AAA288-G21]
2236445641	 IBGYDRAFT_00001120 thymidylate synthase, flavin-dependent [alpha proteobacterium SCGC AAA288-G21]
2236445642	 IBGYDRAFT_00001130 ATPases involved in chromosome partitioning [alpha proteobacterium SCGC AAA288-G21]
2236445643	 IBGYDRAFT_00001140 HflK protein [alpha proteobacterium SCGC AAA288-G21]
2236445644	 IBGYDRAFT_00001150 Membrane protease subunits, stomatin/prohibitin homologs [alpha proteobacterium SCGC AAA288-G21]
2236445645	 IBGYDRAFT_00001160 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445646	 IBGYDRAFT_00001170 periplasmic serine protease, Do/DeqQ family [alpha proteobacterium SCGC AAA288-G21]
2236445647	 IBGYDRAFT_00001180 tRNA dimethylallyltransferase [alpha proteobacterium SCGC AAA288-G21]
2236445648	 IBGYDRAFT_00001190 acetolactate synthase, large subunit, biosynthetic type [alpha proteobacterium SCGC AAA288-G21]
2236445649	 IBGYDRAFT_00001200 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445650	 IBGYDRAFT_00001210 acetolactate synthase, small subunit [alpha proteobacterium SCGC AAA288-G21]
2236445651	 IBGYDRAFT_00001220 ketol-acid reductoisomerase [alpha proteobacterium SCGC AAA288-G21]
2236445652	 IBGYDRAFT_00001230 2-isopropylmalate synthase, bacterial type [alpha proteobacterium SCGC AAA288-G21]
2236445653	 IBGYDRAFT_00001240 cell shape determining protein, MreB/Mrl family [alpha proteobacterium SCGC AAA288-G21]
2236445654	 IBGYDRAFT_00001250 rod shape-determining protein MreC [alpha proteobacterium SCGC AAA288-G21]
2236445655	 IBGYDRAFT_00001260 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445656	 IBGYDRAFT_00001270 penicillin-binding protein 2 [alpha proteobacterium SCGC AAA288-G21]
2236445657	 IBGYDRAFT_00001280 D-alanine-D-alanine ligase and related ATP-grasp enzymes [alpha proteobacterium SCGC AAA288-G21]
2236445658	 IBGYDRAFT_00001290 UDP-N-acetylenolpyruvoylglucosamine reductase [alpha proteobacterium SCGC AAA288-G21]
2236445659	 IBGYDRAFT_00001300 UDP-N-acetylmuramate--alanine ligase [alpha proteobacterium SCGC AAA288-G21]
2236445660	 IBGYDRAFT_00001310 undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [alpha proteobacterium SCGC AAA288-G21]
2236445661	 IBGYDRAFT_00001320 Bacterial cell division membrane protein [alpha proteobacterium SCGC AAA288-G21]
2236445662	 IBGYDRAFT_00001330 UDP-N-acetylmuramoylalanine--D-glutamate ligase [alpha proteobacterium SCGC AAA288-G21]
2236445663	 IBGYDRAFT_00001340 phospho-N-acetylmuramoyl-pentapeptide-transferase [alpha proteobacterium SCGC AAA288-G21]
2236445664	 IBGYDRAFT_00001350 UDP-N-acetylmuramyl-tripeptide synthetase/UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [alpha proteobacterium SCGC AAA288-G21]
2236445665	 IBGYDRAFT_00001360 Cell division protein FtsI/penicillin-binding protein 2 [alpha proteobacterium SCGC AAA288-G21]
2236445666	 IBGYDRAFT_00001370 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445667	 IBGYDRAFT_00001380 Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis [alpha proteobacterium SCGC AAA288-G21]
2236445668	 IBGYDRAFT_00001390 Uncharacterized conserved protein [alpha proteobacterium SCGC AAA288-G21]
2236445670	 IBGYDRAFT_00001410 ribosomal protein S21 [alpha proteobacterium SCGC AAA288-G21]
2236445671	 IBGYDRAFT_00001420 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445672	 IBGYDRAFT_00001430 ribosomal protein L31 [alpha proteobacterium SCGC AAA288-G21]
2236445673	 IBGYDRAFT_00001440 Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family [alpha proteobacterium SCGC AAA288-G21]
2236445674	 IBGYDRAFT_00001450 translation elongation factor P [alpha proteobacterium SCGC AAA288-G21]
2236445675	 IBGYDRAFT_00001460 thiamine-phosphate pyrophosphorylase [alpha proteobacterium SCGC AAA288-G21]
2236445676	 IBGYDRAFT_00001470 Fructose-1,6-bisphosphate aldolase [alpha proteobacterium SCGC AAA288-G21]
2236445677	 IBGYDRAFT_00001480 3-phosphoglycerate kinase [alpha proteobacterium SCGC AAA288-G21]
2236445678	 IBGYDRAFT_00001490 glyceraldehyde-3-phosphate dehydrogenase, type I [alpha proteobacterium SCGC AAA288-G21]
2236445679	 IBGYDRAFT_00001500 transketolase, bacterial and yeast [alpha proteobacterium SCGC AAA288-G21]
2236445680	 IBGYDRAFT_00001510 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445681	 IBGYDRAFT_00001520 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445682	 IBGYDRAFT_00001530 5,10-methenyltetrahydrofolate synthetase [alpha proteobacterium SCGC AAA288-G21]
2236445683	 IBGYDRAFT_00001540 metallophosphoesterase, MG_246/BB_0505 family [alpha proteobacterium SCGC AAA288-G21]
2236445684	 IBGYDRAFT_00001550 DNA-binding regulatory protein, YebC/PmpR family [alpha proteobacterium SCGC AAA288-G21]
2236445685	 IBGYDRAFT_00001560 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445686	 IBGYDRAFT_00001570 TolQ protein [alpha proteobacterium SCGC AAA288-G21]
2236445687	 IBGYDRAFT_00001580 TolR protein [alpha proteobacterium SCGC AAA288-G21]
2236445688	 IBGYDRAFT_00001590 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445689	 IBGYDRAFT_00001600 tol-pal system beta propeller repeat protein TolB [alpha proteobacterium SCGC AAA288-G21]
2236445690	 IBGYDRAFT_00001610 peptidoglycan-associated lipoprotein [alpha proteobacterium SCGC AAA288-G21]
2236445691	 IBGYDRAFT_00001620 tol-pal system protein YbgF [alpha proteobacterium SCGC AAA288-G21]
2236445692	 IBGYDRAFT_00001630 tRNA(Ile)-lysidine synthetase, N-terminal domain [alpha proteobacterium SCGC AAA288-G21]
2236445693	 IBGYDRAFT_00001640 ATP-dependent metalloprotease FtsH [alpha proteobacterium SCGC AAA288-G21]
2236445694	 IBGYDRAFT_00001650 dihydropteroate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445695	 IBGYDRAFT_00001660 phosphoglucosamine mutase [alpha proteobacterium SCGC AAA288-G21]
2236445696	 IBGYDRAFT_00001670 phosphomethylpyrimidine kinase [alpha proteobacterium SCGC AAA288-G21]
2236445697	 IBGYDRAFT_00001680 adenylosuccinate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445698	 IBGYDRAFT_00001690 alternative sigma factor RpoH [alpha proteobacterium SCGC AAA288-G21]
2236445699	 IBGYDRAFT_00001700 pseudouridine synthase, RluA family [alpha proteobacterium SCGC AAA288-G21]
2236445700	 IBGYDRAFT_00001710 Outer membrane cobalamin receptor protein [alpha proteobacterium SCGC AAA288-G21]
2236445701	 IBGYDRAFT_00001720 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445703	 IBGYDRAFT_00001740 ABC-type polysaccharide/polyol phosphate export systems, permease component [alpha proteobacterium SCGC AAA288-G21]
2236445704	 IBGYDRAFT_00001750 ABC-type multidrug transport system, ATPase component [alpha proteobacterium SCGC AAA288-G21]
2236445705	 IBGYDRAFT_00001760 Sua5/YciO/YrdC/YwlC family protein [alpha proteobacterium SCGC AAA288-G21]
2236445706	 IBGYDRAFT_00001770 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445707	 IBGYDRAFT_00001780 Geranylgeranyl pyrophosphate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445708	 IBGYDRAFT_00001790 1-deoxy-D-xylulose-5-phosphate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445709	 IBGYDRAFT_00001800 chorismate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445710	 IBGYDRAFT_00001810 pyridoxamine-phosphate oxidase [alpha proteobacterium SCGC AAA288-G21]
2236445711	 IBGYDRAFT_00001820 Geranylgeranyl pyrophosphate synthase [alpha proteobacterium SCGC AAA288-G21]
2236445712	 IBGYDRAFT_00001830 Periplasmic serine proteases (ClpP class) [alpha proteobacterium SCGC AAA288-G21]
2236445713	 IBGYDRAFT_00001840 glycyl-tRNA synthetase, tetrameric type, alpha subunit [alpha proteobacterium SCGC AAA288-G21]
2236445714	 IBGYDRAFT_00001850 glycyl-tRNA synthetase, tetrameric type, beta subunit [alpha proteobacterium SCGC AAA288-G21]
2236445715	 IBGYDRAFT_00001860 pyruvate, phosphate dikinase [alpha proteobacterium SCGC AAA288-G21]
2236445716	 IBGYDRAFT_00001870 nicotinate-nucleotide pyrophosphorylase [alpha proteobacterium SCGC AAA288-G21]
2236445717	 IBGYDRAFT_00001880 ABC-type multidrug transport system, ATPase and permease components [alpha proteobacterium SCGC AAA288-G21]
2236445718	 IBGYDRAFT_00001890 3-deoxy-D-manno-octulosonic-acid transferase [alpha proteobacterium SCGC AAA288-G21]
2236445719	 IBGYDRAFT_00001900 tetraacyldisaccharide 4'-kinase [alpha proteobacterium SCGC AAA288-G21]
2236445720	 IBGYDRAFT_00001910 Lauroyl/myristoyl acyltransferase [alpha proteobacterium SCGC AAA288-G21]
2236445721	 IBGYDRAFT_00001920 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445722	 IBGYDRAFT_00001930 N6-adenine-specific methylase [alpha proteobacterium SCGC AAA288-G21]
2236445723	 IBGYDRAFT_00001940 N6-adenine-specific methylase [alpha proteobacterium SCGC AAA288-G21]
2236445724	 IBGYDRAFT_00001950 Glucose-6-phosphate isomerase [alpha proteobacterium SCGC AAA288-G21]
2236445725	 IBGYDRAFT_00001960 Protein of unknown function (DUF3035). [alpha proteobacterium SCGC AAA288-G21]
2236445726	 IBGYDRAFT_00001970 lipoprotein signal peptidase [alpha proteobacterium SCGC AAA288-G21]
2236445727	 IBGYDRAFT_00001980 Isoleucyl-tRNA synthetase [alpha proteobacterium SCGC AAA288-G21]
2236445728	 IBGYDRAFT_00001990 4-hydroxybenzoate polyprenyl transferase, proteobacterial [alpha proteobacterium SCGC AAA288-G21]
2236445729	 IBGYDRAFT_00002000 Protein of unknown function (DUF2721). [alpha proteobacterium SCGC AAA288-G21]
2236445730	 IBGYDRAFT_00002010 NADPH:quinone reductase and related Zn-dependent oxidoreductases [alpha proteobacterium SCGC AAA288-G21]
2236445731	 IBGYDRAFT_00002020 Pirin-related protein [alpha proteobacterium SCGC AAA288-G21]
2236445732	 IBGYDRAFT_00002030 Predicted Zn-dependent hydrolases of the beta-lactamase fold [alpha proteobacterium SCGC AAA288-G21]
2236445733	 IBGYDRAFT_00002040 RNA methyltransferase, RsmE family [alpha proteobacterium SCGC AAA288-G21]
2236445734	 IBGYDRAFT_00002050 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445735	 IBGYDRAFT_00002060 Heme/copper-type cytochrome/quinol oxidases, subunit 2 [alpha proteobacterium SCGC AAA288-G21]
2236445736	 IBGYDRAFT_00002070 Heme/copper-type cytochrome/quinol oxidases, subunit 1 [alpha proteobacterium SCGC AAA288-G21]
2236445737	 IBGYDRAFT_00002080 Heme/copper-type cytochrome/quinol oxidase, subunit 3 [alpha proteobacterium SCGC AAA288-G21]
2236445738	 IBGYDRAFT_00002090 Heme/copper-type cytochrome/quinol oxidase, subunit 3 [alpha proteobacterium SCGC AAA288-G21]
2236445739	 IBGYDRAFT_00002100 Predicted small integral membrane protein [alpha proteobacterium SCGC AAA288-G21]
2236445740	 IBGYDRAFT_00002110 protoheme IX farnesyltransferase [alpha proteobacterium SCGC AAA288-G21]
2236445741	 IBGYDRAFT_00002120 Cytochrome oxidase assembly factor [alpha proteobacterium SCGC AAA288-G21]
2236445742	 IBGYDRAFT_00002130 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445743	 IBGYDRAFT_00002140 threonine synthase [alpha proteobacterium SCGC AAA288-G21]
2236445744	 IBGYDRAFT_00002150 Peroxiredoxin [alpha proteobacterium SCGC AAA288-G21]
2236445745	 IBGYDRAFT_00002160 Ribonuclease HI [alpha proteobacterium SCGC AAA288-G21]
2236445746	 IBGYDRAFT_00002170 homoserine kinase, Neisseria type [alpha proteobacterium SCGC AAA288-G21]
2236445747	 IBGYDRAFT_00002180 (E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming) [alpha proteobacterium SCGC AAA288-G21]
2236445748	 IBGYDRAFT_00002190 F0F1-type ATP synthase, subunit b [alpha proteobacterium SCGC AAA288-G21]
2236445749	 IBGYDRAFT_00002200 F0F1-type ATP synthase, subunit b [alpha proteobacterium SCGC AAA288-G21]
2236445750	 IBGYDRAFT_00002210 F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K [alpha proteobacterium SCGC AAA288-G21]
2236445751	 IBGYDRAFT_00002220 F0F1-type ATP synthase, subunit a [alpha proteobacterium SCGC AAA288-G21]
2236445752	 IBGYDRAFT_00002230 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445753	 IBGYDRAFT_00002240 Chromosome segregation ATPases [alpha proteobacterium SCGC AAA288-G21]
2236445754	 IBGYDRAFT_00002250 hypothetical protein [alpha proteobacterium SCGC AAA288-G21]
2236445755	 IBGYDRAFT_00002260 Uncharacterized protein conserved in bacteria [alpha proteobacterium SCGC AAA288-G21]
2236445756	 IBGYDRAFT_00002270 A/G-specific DNA glycosylase [alpha proteobacterium SCGC AAA288-G21]
2236445757	 IBGYDRAFT_00002280 DNA modification methylase [alpha proteobacterium SCGC AAA288-G21]
2236445758	 IBGYDRAFT_00002290 Ribonuclease HII [alpha proteobacterium SCGC AAA288-G21]
2236445759	 IBGYDRAFT_00002300 uracil-DNA glycosylase, family 4 [alpha proteobacterium SCGC AAA288-G21]
2236445760	 IBGYDRAFT_00002310 Flp pilus assembly protein TadD, contains TPR repeats [alpha proteobacterium SCGC AAA288-G21]
2236445761	 IBGYDRAFT_00002320 4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase [alpha proteobacterium SCGC AAA288-G21]
